municipio,periodo,ocorrencias,ocorrencias_ameaça,ocorrencias_calúnia,ocorrencias_difamação,ocorrencias_estupro,ocorrencias_injúria,ocorrencias_lesão_corporal_grave_ou_gravíssima___dolosa,ocorrencias_lesão_corporal_leve___dolosa,ocorrencias_vias_de_fato,feminicidios,populacao_total,populacao_feminina,alfabetizacao_total,taxa_violencia_100k,taxa_feminicidio_100k,taxa_violencia_mes_anterior,taxa_violencia_3_meses_atras,taxa_violencia_6_meses_atras,houve_violencia_mes_anterior,houve_violencia_3_meses_atras,houve_violencia_6_meses_atras,media_3_meses,media_6_meses,variacao_mensal,variacao_3_meses,variacao_6_meses,feminicidios_mes_anterior,media_feminicidios_3_meses,ano,mes,mes_seno,mes_cosseno,escalada
TANGARA,2022-06-01,6.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8143,3996,97.38,150.15015015015015,0.0,0.0,100.1001001001001,0.0,0,1,0,41.708375041708365,62.562562562562555,,0.5000000000000002,,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
TIGRINHOS,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2329,1153,95.37,0.0,0.0,433.6513443191674,260.19080659150046,346.9210754553339,1,1,1,231.28071697022264,173.46053772766697,-1.0,-1.0,-1.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
TIJUCAS,2022-06-01,42.0,22.0,1.0,1.0,0.0,6.0,0.0,9.0,3.0,0.0,51592,25886,96.84,162.24986479177934,0.0,108.1665765278529,115.89276056555666,131.34512864096422,1,1,1,123.61894460326045,135.2082206598161,0.5,0.40000000000000013,0.23529411764705888,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
TIMBE DO SUL,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5386,2621,94.13,0.0,0.0,152.61350629530713,190.76688286913392,114.46012972148034,1,1,1,178.04909067785835,171.69019458222053,-1.0,-1.0,-1.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
TIMBO,2022-06-01,18.0,9.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0,0.0,46099,23550,98.57,76.43312101910828,0.0,118.895966029724,106.15711252653928,169.85138004246286,1,1,1,117.48053786270346,139.4196744515216,-0.3571428571428571,-0.2799999999999999,-0.55,0.0,0.3333333333333333,2022,6,1.2246467991473532e-16,-1.0,1
TIMBO GRANDE,2022-06-01,6.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7342,3559,92.55,168.58668165214948,0.0,112.39112110143299,168.58668165214948,224.78224220286597,1,1,1,140.48890137679123,163.9037182729231,0.5,0.0,-0.25,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
TRES BARRAS,2022-06-01,18.0,12.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,19746,9840,95.56,182.9268292682927,0.0,233.739837398374,142.27642276422765,193.08943089430895,1,1,1,179.53929539295396,194.78319783197833,-0.21739130434782605,0.2857142857142858,-0.05263157894736836,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
TREVISO,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3782,1930,97.65,0.0,0.0,0.0,103.62694300518135,103.62694300518135,0,1,1,51.813471502590666,69.08462867012086,,-1.0,-1.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
TREZE DE MAIO,2022-06-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7362,3650,96.42,109.58904109589041,0.0,0.0,82.19178082191782,109.58904109589041,0,1,1,36.529680365296805,86.7579908675799,,0.33333333333333326,0.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
TREZE TILIAS,2022-06-01,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8787,4430,97.16,67.72009029345372,0.0,135.44018058690745,67.72009029345372,316.0270880361174,1,1,1,82.7689992475545,142.96463506395787,-0.5,0.0,-0.7857142857142857,0.0,0.3333333333333333,2022,6,1.2246467991473532e-16,-1.0,1
TROMBUDO CENTRAL,2022-06-01,7.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7274,3659,96.7,191.30910084722603,0.0,191.30910084722603,27.329871549603716,218.63897239682973,1,1,1,100.20952901521366,154.86927211442108,0.0,6.000000000000001,-0.12499999999999989,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
TUBARAO,2022-06-01,64.0,28.0,0.0,2.0,0.0,10.0,0.0,19.0,5.0,0.0,110088,56822,97.88,112.63243110063003,0.0,139.0306571398402,190.0672274823132,204.14628136989194,1,1,1,175.40154634941862,182.14775967055016,-0.189873417721519,-0.40740740740740744,-0.4482758620689655,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
TUNAPOLIS,2022-06-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4916,2400,97.37,83.33333333333334,0.0,0.0,83.33333333333334,250.0,0,1,1,27.777777777777782,90.27777777777779,,0.0,-0.6666666666666666,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
TURVO,2022-06-01,5.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13043,6661,96.82,75.06380423359856,0.0,180.15313016063655,270.2296952409548,210.17865185407598,1,1,1,230.19566631636894,230.19566631636894,-0.5833333333333334,-0.7222222222222222,-0.6428571428571428,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
UNIAO DO OESTE,2022-06-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2774,1354,93.71,147.7104874446086,0.0,73.8552437223043,0.0,73.8552437223043,1,0,1,73.8552437223043,86.164451009355,1.0,,1.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
URUBICI,2022-06-01,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10834,5399,94.8,111.13169105389886,0.0,148.17558807186515,296.3511761437303,129.653639562882,1,1,1,191.39346792615916,179.04550225350374,-0.25,-0.625,-0.1428571428571429,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
URUPEMA,2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2656,1275,94.31,0.0,0.0,0.0,78.4313725490196,78.4313725490196,0,1,1,26.14379084967322,78.4313725490196,,-1.0,-1.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
URUSSANGA,2022-06-01,7.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,20919,10775,97.67,64.96519721577725,0.0,111.36890951276102,176.33410672853827,157.77262180974478,1,1,1,120.64965197215777,123.74323279195669,-0.41666666666666674,-0.631578947368421,-0.5882352941176472,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
VARGEAO,2022-06-01,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3634,1783,94.89,224.3409983174425,0.0,0.0,336.51149747616375,168.25574873808188,0,1,1,168.25574873808188,149.56066554496167,,-0.33333333333333326,0.3333333333333335,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
VARGEM,2022-06-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2627,1276,94.22,78.36990595611285,0.0,235.10971786833858,0.0,235.10971786833858,1,0,1,182.86311389759666,169.80146290491118,-0.6666666666666667,,-0.6666666666666667,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
VARGEM BONITA,2022-06-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4576,2263,94.55,88.37825894829872,0.0,309.32390631904553,265.1347768448962,88.37825894829872,1,1,1,250.4050670201797,154.66195315952277,-0.7142857142857143,-0.6666666666666667,0.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
VIDAL RAMOS,2022-06-01,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6189,3003,96.26,66.6000666000666,0.0,33.3000333000333,99.9000999000999,66.6000666000666,1,1,1,44.40004440004441,44.4000444000444,1.0,-0.33333333333333337,0.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
VIDEIRA,2022-06-01,53.0,21.0,1.0,2.0,0.0,16.0,0.0,10.0,3.0,0.0,55466,28040,97.57,189.01569186875892,0.0,146.2196861626248,299.57203994293866,328.1027104136947,1,1,1,229.43414170232998,247.26581074655255,0.29268292682926833,-0.36904761904761907,-0.42391304347826075,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
VITOR MEIRELES,2022-06-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5370,2562,96.0,39.032006245120996,0.0,39.032006245120996,39.032006245120996,39.032006245120996,1,1,1,39.032006245120996,84.56934686442884,0.0,0.0,0.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
WITMARSUM,2022-06-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4255,2081,96.24,96.10764055742432,0.0,48.05382027871216,48.05382027871216,0.0,1,1,0,80.08970046452023,64.07176037161621,1.0,1.0,,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
XANXERE,2022-06-01,37.0,22.0,0.0,0.0,0.0,4.0,0.0,9.0,2.0,0.0,51607,26346,96.59,140.43877628482502,0.0,182.19084491004327,216.3516283306764,280.87755256965005,1,1,1,227.73855613755407,246.71676914901693,-0.22916666666666663,-0.3508771929824561,-0.5,0.0,0.3333333333333333,2022,6,1.2246467991473532e-16,-1.0,1
XAVANTINA,2022-06-01,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3653,1762,95.25,227.01475595913735,0.0,0.0,113.50737797956867,56.75368898978434,0,1,1,75.67158531971245,47.29474082482028,,1.0,3.0,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,0
XAXIM,2022-06-01,34.0,21.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,0.0,31918,16020,96.3,212.23470661672908,0.0,181.02372034956304,118.60174781523095,156.0549313358302,1,1,1,143.57053682896378,140.4494382022472,0.1724137931034484,0.7894736842105265,0.3600000000000001,0.0,0.0,2022,6,1.2246467991473532e-16,-1.0,1
ZORTEA,2022-06-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3930,1925,95.41,103.8961038961039,0.0,51.94805194805195,51.94805194805195,207.7922077922078,1,1,1,34.63203463203463,86.58008658008657,1.0,1.0,-0.5,1.0,0.3333333333333333,2022,6,1.2246467991473532e-16,-1.0,1
ABDON BATISTA,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2598,1281,93.45,0.0,0.0,0.0,0.0,0.0,0,0,0,26.021337496747332,91.07468123861565,,,,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
ABELARDO LUZ,2022-07-01,25.0,16.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,17392,8674,92.66,288.217661978326,0.0,115.28706479133041,149.87318422872954,322.80378141572515,1,1,1,115.2870647913304,163.32334178771808,1.5,0.9230769230769229,-0.1071428571428572,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AGROLANDIA,2022-07-01,12.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,10990,5501,97.11,218.14215597164153,0.0,18.17851299763679,90.89256498818396,90.89256498818396,1,1,1,103.01157365327516,166.63636914500395,11.000000000000002,1.4000000000000004,1.4000000000000004,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AGRONOMICA,2022-07-01,7.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,6055,3003,97.48,233.1002331002331,0.0,33.3000333000333,133.2001332001332,33.3000333000333,1,1,1,111.000111000111,111.000111000111,6.000000000000001,0.7500000000000002,6.000000000000001,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AGUA DOCE,2022-07-01,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,6508,3180,95.88,251.57232704402514,0.0,157.23270440251574,251.57232704402514,283.0188679245283,1,1,1,199.16142557651992,199.16142557651992,0.5999999999999999,0.0,-0.11111111111111116,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AGUAS DE CHAPECO,2022-07-01,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6036,3000,92.52,166.66666666666669,0.0,200.0,400.0,166.66666666666669,1,1,1,255.55555555555557,216.66666666666666,-0.16666666666666652,-0.5833333333333333,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AGUAS FRIAS,2022-07-01,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2839,1389,94.84,215.98272138228944,0.0,287.97696184305255,0.0,71.99424046076314,1,0,1,239.98080153587716,131.98944084473243,-0.2499999999999999,,2.0000000000000004,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AGUAS MORNAS,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6743,3360,95.34,0.0,0.0,29.761904761904766,297.6190476190476,59.52380952380953,1,1,1,128.96825396825395,94.24603174603175,-1.0,-1.0,-1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ALFREDO WAGNER,2022-07-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10481,5156,94.01,19.39487975174554,0.0,19.39487975174554,310.3180760279286,193.94879751745538,1,1,1,116.36927851047322,119.60175846909749,0.0,-0.9375,-0.9,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
ALTO BELA VISTA,2022-07-01,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1856,917,97.84,545.2562704471102,0.0,0.0,327.15376226826606,327.15376226826606,0,1,1,145.40167211922937,127.2264631043257,,0.666666666666667,0.666666666666667,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ANCHIETA,2022-07-01,7.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5943,2959,92.62,236.56640757012502,0.0,33.79520108144643,168.97600540723218,0.0,1,1,0,135.18080432578574,118.28320378506253,6.000000000000001,0.3999999999999999,,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ANGELINA,2022-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5358,2621,93.12,38.15337657382678,0.0,76.30675314765357,190.76688286913392,305.22701259061427,1,1,1,165.33129848658274,152.61350629530713,-0.5,-0.8,-0.875,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ANITA GARIBALDI,2022-07-01,6.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8285,4187,91.4,143.30069262001433,0.0,47.76689754000478,119.41724385001193,23.88344877000239,1,1,1,71.65034631000715,123.39781864501232,2.0,0.20000000000000018,5.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ANITAPOLIS,2022-07-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3593,1731,92.27,115.54015020219525,0.0,0.0,57.770075101097625,115.54015020219525,0,1,1,19.25669170036588,48.141729250914686,,1.0,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ANTONIO CARLOS,2022-07-01,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11224,5591,98.44,71.54355213736362,0.0,35.77177606868181,107.31532820604542,71.54355213736362,1,1,1,71.54355213736362,92.41042151076134,1.0,-0.33333333333333326,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
APIUNA,2022-07-01,15.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,9811,4900,95.03,306.1224489795918,0.0,244.89795918367346,204.08163265306123,326.53061224489795,1,1,1,190.4761904761905,190.47619047619048,0.25,0.4999999999999998,-0.06250000000000011,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ARABUTA,2022-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4378,2143,96.99,46.66355576294914,0.0,0.0,139.99066728884742,139.99066728884742,0,1,1,77.77259293824856,85.54985223207342,,-0.6666666666666667,-0.6666666666666667,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
ARAQUARI,2022-07-01,51.0,30.0,0.0,0.0,1.0,5.0,1.0,11.0,3.0,0.0,45283,22325,97.0,228.4434490481523,0.0,143.3370660694289,219.484882418813,170.2127659574468,1,1,1,200.07465472191117,191.86263531168348,0.5937500000000002,0.04081632653061229,0.3421052631578949,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ARARANGUA,2022-07-01,81.0,37.0,0.0,2.0,0.0,17.0,0.0,18.0,7.0,0.0,71922,36697,97.25,220.72648990380685,0.0,155.32604845082705,149.87601166307874,218.0014715099327,1,1,1,158.05106684470118,172.5844982786967,0.42105263157894735,0.47272727272727266,0.012499999999999956,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ARMAZEM,2022-07-01,9.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,8834,4443,95.5,202.56583389601622,0.0,45.01462975467027,90.02925950934053,112.53657438667567,1,1,1,82.52682121689548,108.78535524045314,3.5,1.25,0.8,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ARROIO TRINTA,2022-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3556,1821,96.26,54.91488193300385,0.0,0.0,219.6595277320154,0.0,0,1,0,91.52480322167305,82.37232289950578,,-0.75,,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ARVOREDO,2022-07-01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2510,1185,91.81,84.38818565400844,0.0,0.0,0.0,168.77637130801688,0,0,1,0.0,56.25879043600562,,,-0.5,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
ASCURRA,2022-07-01,15.0,5.0,0.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,8319,4196,95.99,357.4833174451859,0.0,119.16110581506197,47.66444232602478,166.82554814108676,1,1,1,103.27295837305371,146.96536383857642,1.9999999999999996,6.5,1.1428571428571428,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
ATALANTA,2022-07-01,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3227,1580,96.54,189.873417721519,0.0,0.0,126.58227848101266,189.873417721519,0,1,1,84.38818565400845,94.93670886075951,,0.5,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
AURORA,2022-07-01,10.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,6780,3304,97.02,302.6634382566586,0.0,60.53268765133172,60.53268765133172,151.3317191283293,1,1,1,60.53268765133172,131.1541565778854,4.0,4.0,1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BALNEARIO ARROIO DO SILVA,2022-07-01,21.0,8.0,0.0,0.0,3.0,4.0,0.0,2.0,4.0,0.0,15820,8062,96.96,260.48127015628876,0.0,198.46192011907715,136.44257008186554,372.11610022326965,1,1,1,165.38493343256428,215.00041346233357,0.3125,0.9090909090909092,-0.30000000000000004,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BALNEARIO BARRA DO SUL,2022-07-01,10.0,5.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,14912,7482,96.71,133.65410318096767,0.0,200.4811547714515,267.30820636193533,240.57738572574178,1,1,1,227.211975407645,229.4395437939945,-0.33333333333333326,-0.5,-0.4444444444444444,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BALNEARIO CAMBORIU,2022-07-01,128.0,49.0,2.0,9.0,0.0,17.0,0.0,46.0,5.0,0.0,139155,73429,98.81,174.31804872734207,0.0,128.01481703414183,178.40362799438913,194.74594506257745,1,1,1,163.42317068188316,172.2752590938185,0.36170212765957466,-0.022900763358778442,-0.10489510489510478,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BALNEARIO GAIVOTA,2022-07-01,18.0,8.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,15669,8017,96.67,224.52288886117,0.0,174.6289135586878,174.6289135586878,224.52288886117,1,1,1,170.47108228348097,191.26023865951518,0.2857142857142856,0.2857142857142856,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BALNEARIO PICARRAS,2022-07-01,19.0,10.0,1.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,27127,13747,97.49,138.2119735214956,0.0,160.03491670910017,232.77806066778206,254.60100385538664,1,1,1,196.4064886884411,224.29136053926916,-0.13636363636363646,-0.40625,-0.4571428571428572,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BALNEARIO RINCAO,2022-07-01,15.0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,15981,7985,96.56,187.8522229179712,0.0,225.42266750156543,275.5165936130244,463.3688165309956,1,1,1,217.07367981632228,279.691087455646,-0.16666666666666663,-0.318181818181818,-0.5945945945945945,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BANDEIRANTE,2022-07-01,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3144,1487,92.81,134.49899125756556,0.0,134.49899125756556,134.49899125756556,134.49899125756556,1,1,1,246.5814839722036,235.37323470073974,0.0,0.0,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BARRA BONITA,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668,799,92.12,0.0,0.0,0.0,0.0,250.31289111389236,0,0,1,83.43763037129746,125.15644555694621,,,-1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BARRA VELHA,2022-07-01,43.0,19.0,0.0,4.0,0.0,7.0,0.0,13.0,0.0,0.0,45369,22990,97.56,187.0378425402349,0.0,178.33840800347977,217.48586341887778,252.2836015658982,1,1,1,185.58793678410905,200.81194722343048,0.04878048780487809,-0.14,-0.2586206896551724,0.0,0.3333333333333333,2022,7,-0.4999999999999997,-0.8660254037844388,1
BELA VISTA DO TOLDO,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5872,2854,95.61,0.0,0.0,105.1156271899089,0.0,175.19271198318148,1,0,1,58.39757066106049,75.91684185937866,-1.0,,-1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BELMONTE,2022-07-01,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2658,1323,92.89,302.34315948601665,0.0,0.0,0.0,0.0,0,0,0,75.58578987150419,62.98815822625347,,,,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BENEDITO NOVO,2022-07-01,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10520,5165,97.11,116.16650532429816,0.0,77.44433688286544,135.5275895450145,116.16650532429816,1,1,1,122.62020006453695,106.48596321393997,0.5,-0.1428571428571428,0.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BIGUACU,2022-07-01,41.0,24.0,1.0,1.0,1.0,5.0,0.0,8.0,1.0,0.0,76773,39211,97.15,104.56249521817857,0.0,112.21340950243555,191.27285710642423,181.07163806074826,1,1,1,157.26879362083767,166.19486028580414,-0.06818181818181834,-0.45333333333333337,-0.4225352112676056,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BLUMENAU,2022-07-01,276.0,114.0,10.0,18.0,3.0,65.0,0.0,42.0,24.0,1.0,361261,184878,98.61,149.28763833446922,0.5408972403422797,121.16098183667066,141.71507696967728,159.02378866063026,1,1,1,133.6016183645431,145.050609951788,0.2321428571428572,0.053435114503816994,-0.061224489795918324,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BOCAINA DO SUL,2022-07-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3515,1681,91.98,59.488399762046406,0.0,59.488399762046406,178.4651992861392,297.441998810232,1,1,1,79.3178663493952,118.97679952409278,0.0,-0.6666666666666666,-0.8,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BOM JARDIM DA SERRA,2022-07-01,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4026,1971,94.08,355.14967021816335,0.0,50.735667174023334,101.47133434804667,0.0,1,1,0,186.0307796380856,118.38322340605446,6.0,2.5,,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BOM JESUS,2022-07-01,6.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2777,1352,93.56,443.7869822485207,0.0,295.85798816568047,221.89349112426035,517.7514792899409,1,1,1,197.23865877712026,221.89349112426035,0.5,1.0,-0.14285714285714302,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BOM JESUS DO OESTE,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2187,1082,93.1,0.0,0.0,277.264325323475,0.0,92.42144177449168,1,0,1,154.03573629081947,107.82501540357362,-1.0,,-1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BOM RETIRO,2022-07-01,11.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8418,4186,94.41,262.78069756330626,0.0,95.55661729574773,143.3349259436216,382.2264691829909,1,1,1,151.29797738493392,222.9654403567447,1.75,0.833333333333333,-0.3125,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BOMBINHAS,2022-07-01,21.0,8.0,2.0,1.0,0.0,7.0,0.0,3.0,0.0,0.0,25058,12713,98.12,165.185243451585,0.0,220.24699126877996,440.49398253755993,220.24699126877996,1,1,1,277.93072707727,256.95482314691,-0.2499999999999999,-0.625,-0.2499999999999999,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BOTUVERA,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5363,2648,97.27,0.0,0.0,0.0,0.0,113.29305135951662,0,0,1,25.17623363544813,56.646525679758305,,,-1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BRACO DO NORTE,2022-07-01,31.0,19.0,0.0,2.0,0.0,2.0,0.0,7.0,1.0,0.0,33773,17032,97.53,182.01033348990137,0.0,146.78252700798495,170.26773132926257,287.69375293565054,1,1,1,156.56802880851728,184.94598403006106,0.2400000000000002,0.06896551724137923,-0.36734693877551017,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
BRACO DO TROMBUDO,2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4026,2057,97.14,0.0,0.0,0.0,97.22897423432183,48.61448711716091,0,1,1,32.40965807810728,64.81931615621455,,-1.0,-1.0,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,1
BRUNOPOLIS,2022-07-01,6.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2489,1240,91.72,483.8709677419355,0.0,241.93548387096774,241.93548387096774,403.22580645161287,1,1,1,188.17204301075267,161.29032258064515,1.0,1.0,0.20000000000000018,0.0,0.0,2022,7,-0.4999999999999997,-0.8660254037844388,0
