municipio,periodo,ocorrencias,ocorrencias_ameaça,ocorrencias_calúnia,ocorrencias_difamação,ocorrencias_estupro,ocorrencias_injúria,ocorrencias_lesão_corporal_grave_ou_gravíssima___dolosa,ocorrencias_lesão_corporal_leve___dolosa,ocorrencias_vias_de_fato,feminicidios,populacao_total,populacao_feminina,alfabetizacao_total,taxa_violencia_100k,taxa_feminicidio_100k,taxa_violencia_mes_anterior,taxa_violencia_3_meses_atras,taxa_violencia_6_meses_atras,houve_violencia_mes_anterior,houve_violencia_3_meses_atras,houve_violencia_6_meses_atras,media_3_meses,media_6_meses,variacao_mensal,variacao_3_meses,variacao_6_meses,feminicidios_mes_anterior,media_feminicidios_3_meses,ano,mes,mes_seno,mes_cosseno,escalada
ARARANGUA,2023-10-01,72.0,33.0,0.0,1.0,0.0,13.0,0.0,16.0,9.0,0.0,71922,36697,97.25,196.20132435893942,0.0,237.07660026705182,204.3763795405619,256.15172902417095,1,1,1,209.82641632831022,227.0848661561799,-0.1724137931034484,-0.04000000000000015,-0.23404255319148948,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
ARMAZEM,2023-10-01,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8834,4443,95.5,67.5219446320054,0.0,90.02925950934053,67.5219446320054,22.507314877335133,1,1,1,90.02925950934053,78.77560207067296,-0.25,0.0,2.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
ARROIO TRINTA,2023-10-01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3556,1821,96.26,109.8297638660077,0.0,109.8297638660077,164.74464579901152,0.0,1,1,0,91.5248032216731,109.8297638660077,0.0,-0.33333333333333326,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
ARVOREDO,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2510,1185,91.81,0.0,0.0,0.0,84.38818565400844,84.38818565400844,0,1,1,28.129395218002813,28.129395218002816,,-1.0,-1.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
ASCURRA,2023-10-01,9.0,5.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,8319,4196,95.99,214.48999046711154,0.0,238.32221163012395,23.83222116301239,142.99332697807435,1,1,1,150.9374006990785,182.71369558309502,-0.10000000000000009,8.0,0.5,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
ATALANTA,2023-10-01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3227,1580,96.54,126.58227848101266,0.0,0.0,632.9113924050632,189.873417721519,0,1,1,274.26160337552744,253.16455696202533,,-0.7999999999999999,-0.33333333333333326,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
AURORA,2023-10-01,8.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,6780,3304,97.02,242.13075060532688,0.0,90.79903147699758,60.53268765133172,151.3317191283293,1,1,1,121.06537530266344,156.3761097659403,1.6666666666666665,3.0,0.6000000000000001,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BALNEARIO ARROIO DO SILVA,2023-10-01,16.0,7.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,15820,8062,96.96,198.46192011907715,0.0,248.07740014884646,124.03870007442323,148.84644008930786,1,1,1,194.32729678326305,196.39460845117011,-0.20000000000000007,0.5999999999999999,0.33333333333333326,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BALNEARIO BARRA DO SUL,2023-10-01,21.0,12.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,14912,7482,96.71,280.67361668003207,0.0,173.75033413525796,253.94279604383854,173.75033413525796,1,1,1,187.11574445335472,196.02601799875256,0.6153846153846152,0.10526315789473673,0.6153846153846152,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BALNEARIO CAMBORIU,2023-10-01,124.0,61.0,2.0,7.0,0.0,20.0,1.0,24.0,9.0,1.0,139155,73429,98.81,168.87060970461263,1.36185975568236,149.8045731250596,141.6334145909654,162.06131092620083,1,1,1,151.16643288074195,154.3441056440008,0.1272727272727272,0.1923076923076925,0.04201680672268915,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BALNEARIO GAIVOTA,2023-10-01,36.0,18.0,3.0,4.0,0.0,3.0,0.0,5.0,3.0,0.0,15669,8017,96.67,449.04577772234,0.0,137.20843208182612,187.10240738430835,99.78795060496446,1,1,1,157.99758845786036,172.54999792108435,2.2727272727272725,1.4,3.499999999999999,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BALNEARIO PICARRAS,2023-10-01,22.0,9.0,0.0,1.0,2.0,3.0,1.0,5.0,1.0,0.0,27127,13747,97.49,160.03491670910017,0.0,320.06983341820035,174.58354550083655,130.93765912562742,1,1,1,223.0789748066245,193.98171722315172,-0.5,-0.08333333333333337,0.2222222222222221,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
BALNEARIO RINCAO,2023-10-01,26.0,13.0,0.0,0.0,0.0,3.0,0.0,7.0,3.0,0.0,15981,7985,96.56,325.6105197244834,0.0,150.28177833437698,313.08703819661866,262.9931120851597,1,1,1,221.24817365894395,246.29513671467336,1.1666666666666665,0.040000000000000036,0.23809523809523814,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BANDEIRANTE,2023-10-01,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3144,1487,92.81,201.74848688634836,0.0,403.4969737726967,336.24747814391395,403.4969737726967,1,1,1,336.247478143914,325.0392288724501,-0.5,-0.4,-0.5,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BARRA BONITA,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1668,799,92.12,0.0,0.0,250.31289111389236,500.6257822277847,625.7822277847309,1,1,1,292.0317062995411,292.0317062995411,-1.0,-1.0,-1.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BARRA VELHA,2023-10-01,34.0,15.0,0.0,0.0,0.0,7.0,1.0,10.0,1.0,0.0,45369,22990,97.56,147.89038712483688,0.0,204.43671161374513,226.18529795563288,187.0378425402349,1,1,1,216.03595766275194,215.311004784689,-0.27659574468085124,-0.34615384615384615,-0.2093023255813954,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
BELA VISTA DO TOLDO,2023-10-01,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5872,2854,95.61,175.19271198318148,0.0,35.038542396636295,0.0,0.0,1,0,0,35.03854239663628,17.519271198318165,4.0,,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BELMONTE,2023-10-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2658,1323,92.89,75.58578987150416,0.0,0.0,75.58578987150416,0.0,0,1,0,25.195263290501387,88.18342151675488,,0.0,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BENEDITO NOVO,2023-10-01,6.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,10520,5165,97.11,116.16650532429816,0.0,77.44433688286544,96.8054211035818,38.72216844143272,1,1,1,96.80542110358182,119.39335269441754,0.5,0.19999999999999996,2.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BIGUACU,2023-10-01,59.0,33.0,1.0,3.0,2.0,10.0,0.0,9.0,1.0,0.0,76773,39211,97.15,150.46798092372038,0.0,86.71036188824564,155.56859044655835,132.61584759378746,1,1,1,156.41869203369802,155.14353965298852,0.7352941176470589,-0.032786885245901565,0.13461538461538458,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BLUMENAU,2023-10-01,211.0,84.0,7.0,16.0,2.0,39.0,0.0,44.0,19.0,0.0,361261,184878,98.61,114.12931771222104,0.0,126.56995424009347,149.8285355748115,140.63328248899273,1,1,1,145.86195581230143,141.5347778895632,-0.09829059829059827,-0.23826714801444038,-0.18846153846153835,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
BOCAINA DO SUL,2023-10-01,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3515,1681,91.98,178.4651992861392,0.0,178.4651992861392,118.97679952409281,237.95359904818562,1,1,1,178.4651992861392,148.72099940511603,0.0,0.5,-0.25,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BOM JARDIM DA SERRA,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4026,1971,94.08,0.0,0.0,202.94266869609334,558.0923389142567,507.35667174023337,1,1,1,287.5021139861323,287.5021139861322,-1.0,-1.0,-1.0,1.0,0.6666666666666666,2023,10,-0.8660254037844386,0.5000000000000001,1
BOM JESUS,2023-10-01,4.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2777,1352,93.56,295.85798816568047,0.0,295.85798816568047,73.96449704142012,73.96449704142012,1,1,1,197.23865877712024,197.23865877712032,0.0,3.0,3.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BOM JESUS DO OESTE,2023-10-01,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2187,1082,93.1,277.264325323475,0.0,0.0,184.84288354898337,369.68576709796673,0,1,1,123.22858903265558,184.8428835489834,,0.4999999999999998,-0.2500000000000001,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BOM RETIRO,2023-10-01,7.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,8418,4186,94.41,167.22408026755852,0.0,119.44577161968468,191.11323459149546,119.44577161968468,1,1,1,175.18713170887085,155.27950310559007,0.3999999999999997,-0.125,0.3999999999999997,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
BOMBINHAS,2023-10-01,28.0,13.0,1.0,1.0,0.0,5.0,0.0,7.0,1.0,0.0,25058,12713,98.12,220.24699126877996,0.0,259.576811138205,165.185243451585,196.64909934712497,1,1,1,228.11295524266507,218.93599727313253,-0.1515151515151517,0.33333333333333326,0.11999999999999988,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BOTUVERA,2023-10-01,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5363,2648,97.27,113.29305135951662,0.0,37.764350453172206,37.764350453172206,0.0,1,1,0,50.35246727089626,56.646525679758305,2.0,2.0,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BRACO DO NORTE,2023-10-01,22.0,15.0,0.0,1.0,0.0,3.0,0.0,2.0,1.0,0.0,33773,17032,97.53,129.1686237670268,0.0,129.1686237670268,211.36683889149836,223.10944105213716,1,1,1,178.09613276968844,169.28918114920933,0.0,-0.38888888888888884,-0.42105263157894735,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
BRACO DO TROMBUDO,2023-10-01,4.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,4026,2057,97.14,194.45794846864365,0.0,194.45794846864365,145.84346135148274,0.0,1,1,0,113.43380327337547,113.43380327337547,0.0,0.33333333333333326,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BRUNOPOLIS,2023-10-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2489,1240,91.72,80.64516129032258,0.0,161.29032258064515,0.0,80.64516129032258,1,0,1,80.64516129032258,67.20430107526882,-0.5,,0.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
BRUSQUE,2023-10-01,100.0,37.0,1.0,1.0,0.0,15.0,0.0,31.0,15.0,0.0,141385,72108,98.15,138.6808675875076,0.0,133.1336328840073,130.36001553225717,112.33150274588118,1,1,1,134.05817200125736,127.81753295981953,0.04166666666666652,0.06382978723404253,0.2345679012345676,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CACADOR,2023-10-01,75.0,27.0,0.0,5.0,0.0,11.0,0.0,27.0,5.0,0.0,73720,37193,96.42,201.65084827790176,0.0,241.9810179334821,290.3772215201785,233.91498400236605,1,1,1,264.38666774213783,246.46214789521323,-0.16666666666666663,-0.3055555555555556,-0.13793103448275867,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CAIBI,2023-10-01,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6304,3147,94.71,127.1051795360661,0.0,222.43406418811568,31.776294884016526,317.7629488401652,1,1,1,116.51308124139392,169.47357271475477,-0.4285714285714286,3.0,-0.6,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CALMON,2023-10-01,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3443,1637,90.9,122.17470983506415,0.0,366.52412950519243,427.61148442272446,366.52412950519243,1,1,1,285.07432294848303,295.25554876807166,-0.6666666666666666,-0.7142857142857142,-0.6666666666666666,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CAMBORIU,2023-10-01,139.0,54.0,4.0,5.0,1.0,28.0,2.0,34.0,11.0,0.0,103074,52212,97.85,266.2223243698767,0.0,206.84900022983223,250.9001762047039,193.44212058530607,1,1,1,226.64010827651364,205.89136596950894,0.287037037037037,0.06106870229007644,0.37623762376237635,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CAMPO ALEGRE,2023-10-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12501,6265,96.76,47.88507581803671,0.0,31.923383878691137,159.6169193934557,143.65522745411013,1,1,1,85.1290236765097,87.78930566640064,0.5000000000000002,-0.7,-0.6666666666666667,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CAMPO BELO DO SUL,2023-10-01,6.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,7257,3505,89.63,171.18402282453638,0.0,85.59201141226819,28.530670470756064,114.12268188302426,1,1,1,76.08178792201618,133.1431288635283,1.0,5.0,0.5,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CAMPO ERE,2023-10-01,15.0,9.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,9623,4781,91.47,313.7418950010458,0.0,230.07738966743358,481.07090566827026,271.9096423342397,1,1,1,313.74189500104575,334.65802133444885,0.36363636363636376,-0.34782608695652173,0.15384615384615374,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CAMPOS NOVOS,2023-10-01,34.0,16.0,0.0,2.0,1.0,5.0,0.0,8.0,2.0,0.0,36932,18559,95.95,183.19952583652136,0.0,183.19952583652136,183.19952583652136,129.31731235519155,1,1,1,170.62700935754444,153.56430842178997,0.0,0.0,0.41666666666666674,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CANELINHA,2023-10-01,13.0,8.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,12821,6320,94.3,205.69620253164558,0.0,15.822784810126583,79.1139240506329,110.75949367088609,1,1,1,68.56540084388187,97.57383966244727,12.0,1.6000000000000005,0.857142857142857,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CANOINHAS,2023-10-01,40.0,28.0,2.0,3.0,0.0,1.0,0.0,6.0,0.0,0.0,55016,27859,97.01,143.58017157830506,0.0,136.40116299938978,136.40116299938978,104.09562439427116,1,1,1,128.02565299065532,122.0431458415593,0.052631578947368585,0.052631578947368585,0.3793103448275863,1.0,0.3333333333333333,2023,10,-0.8660254037844386,0.5000000000000001,1
CAPAO ALTO,2023-10-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2625,1242,92.29,80.51529790660226,0.0,402.5764895330112,80.51529790660226,483.0917874396135,1,1,1,295.22275899087487,281.80354267310787,-0.7999999999999999,0.0,-0.8333333333333333,1.0,0.3333333333333333,2023,10,-0.8660254037844386,0.5000000000000001,1
CAPINZAL,2023-10-01,34.0,13.0,0.0,2.0,1.0,3.0,0.0,10.0,5.0,0.0,23314,11661,96.28,291.57019123574304,0.0,222.9654403567447,171.51187719749592,300.1457850956179,1,1,1,200.09719006374527,190.092330560558,0.3076923076923075,0.7,-0.028571428571428803,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CAPIVARI DE BAIXO,2023-10-01,16.0,8.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,23975,12430,97.46,128.72083668543846,0.0,217.21641190667742,185.03620273531777,313.75703942075626,1,1,1,187.71788683293107,213.19388576025744,-0.40740740740740744,-0.30434782608695654,-0.5897435897435898,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CATANDUVAS,2023-10-01,13.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,10566,5318,96.16,244.4528018051899,0.0,225.64874012786763,94.0203083866115,244.4528018051899,1,1,1,162.96853453679333,172.37056537545445,0.08333333333333326,1.5999999999999996,0.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CAXAMBU DO SUL,2023-10-01,10.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,4614,2273,92.23,439.9472063352398,0.0,395.9524857017158,175.97888253409593,307.96304443466784,1,1,1,249.30341692330254,307.96304443466784,0.11111111111111116,1.5,0.4285714285714286,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CELSO RAMOS,2023-10-01,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2805,1379,93.03,145.03263234227703,0.0,0.0,72.51631617113851,145.03263234227703,0,1,1,48.34421078075902,60.430263475948756,,1.0,0.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CERRO NEGRO,2023-10-01,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3317,1559,88.27,128.28736369467606,0.0,128.28736369467606,128.28736369467606,0.0,1,1,0,192.43104554201412,128.28736369467606,0.0,0.0,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CHAPADAO DO LAGEADO,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2950,1421,94.85,0.0,0.0,0.0,140.74595355383534,70.37297677691767,0,1,1,93.83063570255688,140.74595355383534,,-1.0,-1.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CHAPECO,2023-10-01,247.0,121.0,6.0,12.0,1.0,26.0,0.0,66.0,15.0,0.0,254785,128177,97.29,192.70227887998627,0.0,184.12039601488567,197.38330589731387,207.52553110152368,1,1,1,188.54136597569507,182.56005367577646,0.0466101694915253,-0.02371541501976293,-0.07142857142857151,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
COCAL DO SUL,2023-10-01,15.0,8.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,17240,8791,98.13,170.62905243999546,0.0,216.1301330906609,113.75270162666364,136.50324195199636,1,1,1,166.83729571910666,130.81560687066317,-0.21052631578947367,0.5,0.25,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CONCORDIA,2023-10-01,81.0,40.0,1.0,2.0,0.0,14.0,0.0,21.0,3.0,0.0,81646,41379,97.07,195.75146813601103,0.0,219.9183160540371,181.2513593851954,246.50184876386572,1,1,1,204.61264570595392,216.69606966496693,-0.10989010989010994,0.08000000000000007,-0.2058823529411764,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CORDILHEIRA ALTA,2023-10-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4781,2341,96.13,42.716787697565145,0.0,256.3007261853909,85.43357539513029,42.716787697565145,1,1,1,156.6282215577389,113.91143386017372,-0.8333333333333334,-0.5,0.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CORONEL FREITAS,2023-10-01,9.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,10388,5176,93.92,173.87944358578054,0.0,19.319938176197837,115.91962905718701,115.91962905718701,1,1,1,128.79958784131895,122.35960844925296,8.0,0.5000000000000002,0.5000000000000002,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CORONEL MARTINS,2023-10-01,4.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2065,1021,89.68,391.77277179236046,0.0,979.4319294809012,391.77277179236046,97.94319294809011,1,1,1,587.6591576885407,342.8011753183154,-0.6000000000000001,0.0,3.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CORREIA PINTO,2023-10-01,21.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,15727,7889,93.96,266.19343389529723,0.0,240.8416782862213,240.8416782862213,177.46228926353152,1,1,1,228.1658004816833,232.39109308319598,0.10526315789473673,0.10526315789473673,0.4999999999999998,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CORUPA,2023-10-01,14.0,8.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,15267,7633,97.63,183.41412288746233,0.0,248.91916677584175,183.41412288746233,104.80807022140706,1,1,1,187.7811258133543,172.49661557273245,-0.26315789473684215,0.0,0.7499999999999996,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CRICIUMA,2023-10-01,175.0,79.0,4.0,17.0,1.0,21.0,0.0,31.0,22.0,0.0,214493,109952,98.03,159.1603608847497,0.0,155.52240977881257,161.88882421420257,188.2639697322468,1,1,1,162.49514939852543,170.680539386884,0.023391812865497075,-0.016853932584269704,-0.15458937198067635,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CUNHA PORA,2023-10-01,5.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10953,5547,96.78,90.13881377321074,0.0,180.27762754642148,36.0555255092843,108.1665765278529,1,1,1,96.14806802475812,90.13881377321076,-0.5,1.4999999999999996,-0.16666666666666674,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
CUNHATAI,2023-10-01,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1968,957,96.84,313.4796238244514,0.0,0.0,208.98641588296763,0.0,0,1,0,104.49320794148382,52.24660397074191,,0.49999999999999956,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
CURITIBANOS,2023-10-01,53.0,24.0,0.0,1.0,0.0,8.0,0.0,12.0,8.0,0.0,40045,20489,94.74,258.6753867929133,0.0,248.9140514422373,297.72072819561714,307.48206354629315,1,1,1,245.66027299201198,253.79471911757528,0.03921568627450989,-0.13114754098360648,-0.15873015873015872,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
DESCANSO,2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8530,4230,94.97,0.0,0.0,47.28132387706856,236.4066193853428,141.84397163120568,1,1,1,110.32308904649328,106.38297872340426,-1.0,-1.0,-1.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
DIONISIO CERQUEIRA,2023-10-01,29.0,12.0,0.0,1.0,0.0,6.0,0.0,9.0,1.0,0.0,15008,7580,93.2,382.58575197889184,0.0,356.2005277044855,250.65963060686016,263.8522427440633,1,1,1,285.8399296394019,241.86455584872473,0.07407407407407396,0.5263157894736843,0.4500000000000002,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
DONA EMMA,2023-10-01,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4221,2043,96.79,97.89525208027412,0.0,97.89525208027412,244.73813020068525,195.79050416054824,1,1,1,195.79050416054824,187.632566487192,0.0,-0.5999999999999999,-0.5,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
DOUTOR PEDRINHO,2023-10-01,9.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,3637,1804,96.6,498.8913525498891,0.0,221.72949002217294,110.86474501108647,166.29711751662973,1,1,1,129.34220251293428,120.10347376201035,1.25,3.5,1.9999999999999996,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
ENTRE RIOS,2023-10-01,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3402,1689,91.48,177.61989342806396,0.0,59.206631142687975,0.0,355.2397868561279,1,0,1,39.47108742845865,118.41326228537595,2.0000000000000004,,-0.5,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
ERMO,2023-10-01,5.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2269,1121,94.67,446.03033006244425,0.0,0.0,0.0,713.6485280999108,0,0,1,89.20606601248885,208.14748736247392,,,-0.375,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
ERVAL VELHO,2023-10-01,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4885,2470,94.94,121.45748987854252,0.0,121.45748987854252,161.94331983805668,80.97165991902834,1,1,1,148.44804318488525,128.2051282051282,0.0,-0.25,0.5,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
FAXINAL DOS GUEDES,2023-10-01,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,11192,5561,94.88,53.9471318108254,0.0,89.91188635137566,215.7885272433016,89.91188635137566,1,1,1,185.81789845950968,146.85608104058022,-0.4,-0.75,-0.4,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
FLOR DO SERTAO,2023-10-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783,878,88.27,113.89521640091115,0.0,455.5808656036446,113.89521640091115,569.4760820045558,1,1,1,227.79043280182228,322.703113135915,-0.75,0.0,-0.8,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
FLORIANOPOLIS,2023-10-01,379.0,160.0,14.0,36.0,4.0,78.0,1.0,77.0,9.0,0.0,537211,280008,98.64,135.35327562069654,0.0,136.7818062341076,138.92460215422417,166.78094911573956,1,1,1,135.59136405626506,147.01960896355342,-0.010443864229765065,-0.025706940874036133,-0.18843683083511786,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
FORMOSA DO SUL,2023-10-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2682,1329,93.4,75.24454477050413,0.0,225.7336343115124,376.2227238525207,0.0,1,1,0,225.73363431151242,125.40757461750688,-0.6666666666666666,-0.8,,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
FORQUILHINHA,2023-10-01,21.0,7.0,1.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,31431,15719,97.13,133.59628475093837,0.0,69.97900629811056,82.70246198867612,254.46911381131116,1,1,1,101.78764552452445,136.77714867357975,0.9090909090909094,0.6153846153846156,-0.475,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
FRAIBURGO,2023-10-01,37.0,19.0,0.0,1.0,0.0,4.0,0.0,8.0,5.0,0.0,33481,16921,95.71,218.66319957449323,0.0,218.66319957449323,236.39264818864132,165.47485373204893,1,1,1,238.36258692354667,234.42270945373602,0.0,-0.07499999999999996,0.3214285714285714,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,1
FREI ROGERIO,2023-10-01,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2411,1144,94.1,174.82517482517483,0.0,0.0,262.23776223776224,87.41258741258741,0,1,1,87.41258741258741,101.98135198135198,,-0.33333333333333337,1.0,0.0,0.0,2023,10,-0.8660254037844386,0.5000000000000001,0
